Emprestimo_pessoal,Emprestimo_consignado,Emprestimo_limite_especial,Emprestimo_educacao,Emprestimo_viagem,InvestimentoCDB,InvestimentoFundos,InvestimentoFundos_cambiais,InvestimentoFundos_commodities,InvestimentoLCI,InvestimentoLCA,InvestimentoPoupanca,InvestimentoFundosMultimercado,InvestimentoTesouroDireto,Idade,Renda,Regiao,Genero,seguroauto,segurovidaEmp,segurovidaPF,SeguroResidencial,AGE_RANGE,INCOME_RANGE,tipo_financiamiento
0,0,0,0,0,0,1,1,0,0,1,0,1,1,0.5542463455962438,-0.8457780903371411,2,1.0,0,0,0,0,7,2,3
0,0,0,0,0,0,1,1,0,0,1,0,1,1,0.8460746072746579,0.3368753747457408,1,0.0,0,1,0,1,8,4,3
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5542463455962438,-0.8457780903371411,2,1.0,0,0,0,0,7,2,3
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.8460746072746579,0.3368753747457408,1,0.0,0,1,0,1,8,4,3
0,0,0,0,0,1,1,1,1,1,1,1,0,1,0.24391478649236045,-0.8456626911224613,0,0.0,1,1,1,1,3,2,1
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.4152603900487655,-0.8453344444673732,4,1.0,1,1,1,1,7,2,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.9693607889859331,0.4930258987693236,4,1.0,0,1,0,0,0,4,3
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.4152603900487655,-0.8453344444673732,4,1.0,1,1,1,1,7,2,3
0,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.9693607889859331,0.4930258987693236,4,1.0,0,1,0,0,0,4,3
0,0,0,1,1,1,1,1,1,1,0,1,0,0,-0.7580514425882163,-0.8453023891299614,3,0.0,1,0,0,0,1,2,3
1,1,1,0,0,0,0,0,0,1,1,0,0,1,2.096441267546473,-0.8449985045313048,4,0.0,1,1,1,1,4,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.3396802073230751,-0.8444343305928712,4,1.0,0,0,0,0,2,2,3
0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.1727280807809368,-0.8434021487282358,4,1.0,0,0,1,0,1,2,3
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.2154646362433974,-0.8430995463430759,3,0.0,0,1,0,0,3,2,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8534252322792968,-0.8426328206303719,2,1.0,0,0,0,0,1,2,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10104229358610715,-0.8423686846501048,4,1.0,0,0,0,0,2,2,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.05762981858298999,-0.8422609787164029,0,0.0,0,0,0,1,2,2,3
0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1.4781592232150618,-0.841655773946083,0,1.0,0,0,0,0,5,2,1
0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.5051576889560708,-0.8414185644492421,2,0.0,0,1,0,0,8,2,3
0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1.3561557461265756,-0.8414083067412697,4,1.0,0,0,0,1,1,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2487690291047855,-0.8406646229133339,0,1.0,0,0,0,0,2,2,3
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8186998658780726,-0.8399042703099446,2,1.0,0,1,1,0,5,2,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.215211166415651,-0.8393106054610927,4,0.0,0,0,0,0,3,2,3
0,0,0,0,0,0,1,0,1,1,0,1,1,0,-0.3308702928933523,-0.8391016046611722,0,1.0,0,0,0,0,7,2,3
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.3775778756571691,-0.8390323651323643,4,1.0,0,1,0,0,3,2,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7524827112949317,-0.8385964125435753,4,1.0,1,0,1,0,6,2,3
0,0,1,1,1,1,1,1,1,1,0,0,0,0,-0.7749494311046274,-0.8384284425755412,2,1.0,0,1,0,0,1,2,3
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.9818499450040183,-0.8381835397977212,4,1.0,0,0,0,0,1,2,3
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.019425009051843044,-0.8373334322495801,0,0.0,1,1,1,1,2,2,3
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.8838416116088362,-0.8364628092854965,0,1.0,0,0,0,0,5,2,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9540757142957126,-0.8364294717345894,4,0.0,0,0,0,0,0,2,3
0,0,0,1,1,1,1,1,1,1,0,0,1,0,-0.6414553218249821,-0.8364179318131213,4,1.0,0,0,0,0,2,2,3
0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.17370364420667342,-0.8355909041079175,1,0.0,0,0,0,0,6,2,1
0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.19408107585300713,-0.8352793262282818,2,0.0,0,0,0,0,5,2,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,1.299025189457049,-0.8340112170803021,4,0.0,0,0,0,0,3,2,3
0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8768443018585843,-0.8339599285404445,2,0.0,0,1,0,0,4,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.193013271917761,-0.833575264491512,2,0.0,0,0,0,0,2,2,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.2044579833065408,-1.237489184645893,4,0.0,0,0,0,0,0,2,3
0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.2366640069143621,-0.8326315553581316,0,1.0,0,0,0,0,2,2,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2044579833065408,-1.237489184645893,4,0.0,0,0,0,0,0,2,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2366640069143621,-0.8326315553581316,0,1.0,0,0,0,0,2,2,3
0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.018510975167498972,-0.8325020517949903,4,1.0,0,0,0,0,2,2,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-0.5107493806505448,-0.8324776897385587,4,1.0,1,0,0,0,3,2,2
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.0760715864670674,-0.8324135790637365,2,1.0,0,0,0,0,3,2,3
0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1.3166989429407567,-0.8320891790491362,4,0.0,0,0,0,0,1,2,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.225772409238408,-0.8320878968356406,2,0.0,0,0,0,0,0,2,3
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.225772409238408,-0.8320878968356406,2,0.0,0,0,0,0,0,2,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.641946905996416,-0.8316622019548218,3,0.0,1,1,1,1,4,2,3
0,0,0,1,1,1,1,1,1,1,0,0,0,1,-1.3851357964322202,-0.830906978205418,4,1.0,0,1,0,0,5,2,3
1,1,1,1,1,1,1,0,0,0,0,0,1,1,-0.8930663708343386,-0.8304774366841102,2,1.0,1,1,1,1,2,2,3
1,1,1,1,1,1,1,0,0,0,0,1,0,1,-1.5128000996737037,-0.8302633070302041,3,1.0,0,0,0,0,2,2,3
0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.6695751172207475,-0.8298081212389681,1,1.0,1,1,1,1,1,2,2
0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.690735918751509,-0.8296414334844306,4,0.0,0,0,0,0,1,2,3
0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.7243399554979771,-0.8296311757764594,4,1.0,0,0,1,1,2,2,2
0,0,0,1,1,1,1,1,1,1,0,0,0,1,-0.05796777835331802,-0.8288913385890125,1,1.0,0,1,0,0,7,2,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3507330343172654,-0.8282810049647071,3,1.0,0,0,0,0,4,2,1
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.4704323225548466,-0.8279578871636034,4,0.0,0,0,0,0,1,2,3
1,1,1,0,0,0,0,0,0,1,0,1,0,0,-1.0506401137498689,-0.8272526697405607,4,1.0,1,1,1,1,0,2,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.32375778223240076,-0.8272488231000716,4,1.0,0,0,0,0,0,2,3
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.1546318775843187,-0.8272257432571357,2,0.0,1,1,1,1,0,2,3
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.33795209258618636,-0.8268654412646358,0,0.0,1,0,1,0,6,2,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.5812215976811086,-0.8268064594437992,4,1.0,1,0,0,0,1,2,3
0,0,0,0,0,1,0,0,0,0,1,1,0,0,-1.6080202649636783,-0.8266718270266734,3,1.0,0,1,0,0,5,2,3
0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.2549138345120858,-0.8248626237831951,4,0.0,0,0,0,0,5,2,3
1,1,1,0,0,1,0,1,0,0,1,1,0,0,1.2043119638225663,-0.8242625478668608,2,1.0,1,1,1,1,4,2,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.35419712196313,-0.823247034777679,1,0.0,0,0,1,0,8,2,3
1,0,1,0,0,0,1,0,0,0,1,1,0,1,-0.6681541436809111,-0.8231034268660776,4,1.0,0,1,0,1,7,2,3
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.5466422507638593,-0.8221058647658472,4,1.0,1,1,1,1,7,2,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.17252078501052442,1.475020644940162,4,1.0,0,0,0,1,1,5,0
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.5466422507638593,-0.8221058647658472,4,1.0,1,1,1,1,7,2,0
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.17252078501052442,1.475020644940162,4,1.0,0,0,0,1,1,5,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.44129864784809686,-0.8212865303416214,4,0.0,0,0,0,0,0,2,1
0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1.0414307100084252,-0.8210621429797439,4,1.0,1,1,1,1,1,2,3
0,0,0,0,0,0,1,0,1,1,1,0,0,0,2.549476339671446,-0.820969823608,0,0.0,0,0,0,0,6,2,3
0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.4704323225548466,-0.8208351911908742,3,1.0,0,0,0,0,5,2,3
0,0,0,0,0,1,1,1,1,1,1,1,0,1,0.49248419756876227,-0.8208313445503841,4,1.0,0,0,0,0,3,2,3
0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1.0716781094528005,-0.8199979057776979,4,1.0,0,1,1,0,2,2,1
1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.5514964933762843,-0.819695303392538,4,0.0,1,1,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6017296933273585,-0.8195286156380005,2,1.0,0,0,0,0,3,2,3
1,1,1,0,0,0,0,1,0,1,0,1,0,0,-0.35097889922788106,-0.8190683009927777,0,1.0,1,1,1,1,5,2,0
0,0,0,0,0,1,0,0,1,0,1,1,0,1,-0.5737788778167572,-0.8188554535523683,0,0.0,0,0,0,0,6,2,3
0,0,0,0,0,1,0,0,1,0,1,1,0,1,0.23301558389927507,0.4279702326003945,0,1.0,0,0,0,0,0,4,3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.5737788778167572,-0.8188554535523683,0,0.0,0,0,0,0,6,2,3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.23301558389927507,0.4279702326003945,0,1.0,0,0,0,0,0,4,3
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3667631630066662,-0.8174373254253048,2,0.0,0,0,1,0,2,2,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1.019632304822255,-0.8167987831040777,0,0.0,1,1,1,1,4,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0197167947648373,-0.8164179656956341,0,0.0,1,1,1,1,5,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.636385925270059,-0.8161704984908207,4,0.0,1,1,1,1,5,2,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0846512447251885,-0.8154511767193177,1,0.0,0,0,0,0,4,2,3
0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8915455518678617,-0.815124212277725,4,0.0,0,0,0,0,2,2,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.06912045077414955,-0.8150613838163995,2,0.0,0,0,0,1,0,2,3
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.26579768162111184,-0.8143484731123788,0,0.0,0,0,0,0,7,2,3
0,0,0,0,0,0,0,0,1,1,1,0,0,0,-0.28583715349711747,-0.8143112889209814,0,1.0,0,1,0,0,1,2,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.7717464182036402,-0.8142869268645487,4,0.0,0,1,1,0,6,2,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9335216978470839,-0.8138573853432421,4,1.0,0,0,0,0,1,2,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.35258420813693997,-0.813340653304176,3,1.0,0,0,0,0,7,2,3
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6343428111640309,-0.8122187164947902,2,1.0,0,0,0,0,2,2,3
1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.96141873438322,-0.8121764034494071,4,1.0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.923405865138427,-0.8118789299182329,3,0.0,0,1,0,0,0,2,3
0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1.4173264645559827,-0.8117917394004746,0,0.0,0,0,0,0,6,2,3
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.8314808076091522,-0.8115058057907683,2,1.0,1,1,1,1,8,2,0
1,1,1,1,1,1,1,0,1,0,0,0,0,0,-1.2022150707420736,-0.8113275781147629,1,1.0,0,0,0,1,3,2,3
1,1,1,1,1,1,1,1,0,0,1,1,0,0,-0.2195125485702055,-0.8110916508314185,0,0.0,0,0,0,0,3,7,2
0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.10063519935725543,-0.8107659686033227,3,0.0,0,0,0,0,6,2,3
0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.8790256848816589,-0.810232567788803,4,1.0,0,1,0,0,3,2,3
0,0,1,0,0,0,0,1,0,1,1,0,0,1,-0.4758550343641568,-0.8101376839900657,4,1.0,1,1,0,0,1,2,3
0,1,0,0,0,1,1,1,1,1,1,1,0,0,-0.9481538133978376,-0.8099940760784642,3,1.0,1,0,0,0,2,2,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.21375187699056666,-0.8099863827974862,4,0.0,0,0,0,1,5,2,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9570252573689533,0.25745635298967884,2,0.0,1,1,1,1,6,4,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.21375187699056666,-0.8099863827974862,4,0.0,0,0,0,1,5,2,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9570252573689533,0.25745635298967884,2,0.0,1,1,1,1,6,4,1
1,1,0,1,1,1,1,1,1,1,0,0,0,1,-1.270060494635463,-0.809723529030716,0,1.0,0,0,0,0,0,2,3
0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.7585583822437088,-0.8092324412615781,3,1.0,0,1,0,0,6,2,3
1,1,1,1,1,1,1,1,0,0,0,0,0,0,1.180316820129263,-0.8085041439956006,4,0.0,0,0,0,0,8,2,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.9157788099048525,-0.8080015163049958,4,1.0,0,1,0,0,6,2,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1.424085659962547,-0.8076848095713746,3,1.0,0,0,0,1,0,2,3
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.09124146024658894,-0.8073719494782433,2,1.0,1,1,1,1,7,2,1
1,0,0,0,0,1,1,1,1,1,1,1,0,0,-1.535105444515366,-0.8067693091349157,0,1.0,1,1,1,1,0,2,3
1,1,1,1,1,1,1,0,0,0,0,0,0,1,-0.3254629365681009,-0.8058871462493642,2,1.0,0,0,0,0,0,2,1
0,0,0,0,0,0,1,0,1,1,1,0,1,1,-0.06810657146316486,-0.8049139462055653,4,1.0,0,0,0,0,6,2,3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.9933635375963672,-0.8043395145591594,0,1.0,1,1,1,1,3,2,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7245934253257232,-0.8032111666822911,4,1.0,0,0,0,1,3,2,3
0,0,0,0,0,1,1,1,1,1,1,1,1,0,-1.4237477001922187,-0.8014801784620964,4,0.0,1,0,0,1,5,2,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.23960579942067553,-0.8014647919001383,4,0.0,1,1,1,1,1,2,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.2174003000056537,-0.8013391349774872,4,1.0,0,0,0,0,5,2,3
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.5089597363722628,-0.8012827175836439,4,0.0,0,0,0,0,2,2,3
0,0,0,1,1,1,1,1,1,1,1,0,0,0,-1.7007057319761913,-0.8012109136278438,4,1.0,0,0,0,0,8,2,3
0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.5193673547939146,-0.8004338922490007,0,0.0,1,1,1,1,4,2,3
1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.18402677268574275,-0.7998286874786797,4,1.0,0,0,0,1,4,2,3
0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.016175822093522,-0.7997427791744182,4,0.0,0,0,0,1,4,2,3
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.066677847356401,-0.799483772048138,4,0.0,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.45684479728319455,-0.7991952740114383,4,0.0,1,0,0,0,8,2,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.306460304404269,0.42936784531151545,4,0.0,0,0,0,0,2,4,3
0,0,0,0,1,0,0,0,0,1,0,1,0,1,-0.6068989353089222,-1.626987178459787,2,0.0,1,0,0,0,2,1,1
0,0,0,0,1,0,0,0,0,1,0,1,0,1,-0.1974606735562892,-0.798458001250985,2,0.0,0,0,0,0,0,2,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6068989353089222,-1.626987178459787,2,0.0,1,0,0,0,2,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1974606735562892,-0.798458001250985,2,0.0,0,0,0,0,0,2,1
0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1.3301328438113031,-0.7976822620856375,4,1.0,1,1,1,1,0,2,3
0,0,0,0,0,1,0,1,1,0,0,1,0,0,0.5716512737681472,-0.7971809166085295,4,0.0,1,1,1,1,6,2,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.08813068785511179,-0.7970847505962967,2,0.0,0,0,0,0,5,2,3
0,0,0,0,0,1,1,1,1,1,1,1,0,1,-1.6129206816334374,-0.7970591063263673,4,1.0,0,0,0,0,3,2,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.3044479012663588,-0.7969860201570704,2,1.0,1,0,0,0,3,2,3
1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9964820605547726,-0.7964872391069547,0,0.0,0,0,0,0,0,2,3
1,1,1,1,1,1,1,0,0,1,1,1,0,0,-1.5536932318834176,-0.7963667110382892,4,1.0,1,1,1,1,4,2,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.3037490213245132,-0.7961474525303974,2,0.0,1,1,1,1,0,2,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.24578892071322425,-0.795732015357551,4,0.0,0,0,0,0,6,7,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8569891653518017,-0.21026563960159417,2,1.0,1,1,1,1,2,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.24578892071322425,-0.795732015357551,4,0.0,0,0,0,0,6,7,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8569891653518017,-0.21026563960159417,2,1.0,1,1,1,1,2,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9580391366799379,-0.7956589291882542,1,1.0,0,1,0,0,0,2,3
1,1,1,1,1,1,1,0,1,0,1,1,0,0,-1.0793666942277673,-0.7954473639613414,3,0.0,0,0,0,0,5,2,1
0,0,0,1,1,1,1,1,1,1,0,1,0,0,-1.390965602470382,-0.7951242461602378,2,0.0,0,1,0,0,6,2,3
0,0,0,1,1,1,1,1,1,1,0,1,1,1,-0.33805193801282696,-0.7948831900229067,2,1.0,0,1,0,0,2,2,2
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6115458821509352,-0.7946293117506121,3,0.0,0,0,0,0,4,2,3
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.9515180556170615,-0.7944254398046773,2,0.0,0,0,0,1,7,2,3
1,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.06574085307086747,-0.7927739488212618,4,1.0,1,0,0,0,1,2,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9806824412919284,-0.7924944262790379,4,1.0,1,0,0,0,5,2,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1337782172506101,-0.7923290207379959,4,1.0,0,0,0,1,3,2,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3772552713708998,-0.7918712705197665,2,1.0,0,1,0,0,5,2,3
0,0,0,0,0,1,0,0,1,0,0,1,0,0,-1.510265401396242,-0.7918430618228449,2,1.0,0,0,0,0,8,2,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.4497322866222436,-0.791505839673281,4,0.0,1,0,0,0,2,2,2
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.8975289823071289,-0.7900941226136998,4,0.0,0,1,0,0,4,2,3
1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.3601267734279323,-0.7899492324886016,2,0.0,0,0,0,0,3,2,3
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5749463815288474,-0.789668427732881,3,1.0,0,0,0,0,6,2,3
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0890830376247036,-0.3367047124856446,4,1.0,1,1,1,1,6,3,3
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5749463815288474,-0.789668427732881,3,1.0,0,0,0,0,6,2,3
1,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.0890830376247036,-0.3367047124856446,4,1.0,1,1,1,1,6,3,3
0,0,0,0,0,0,0,0,1,0,0,1,1,0,-1.1371578149538921,-0.789458144719465,0,1.0,0,0,0,0,1,2,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.16349571663830348,-0.7889170506239674,2,0.0,0,0,0,0,8,2,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8743940935237048,-0.788899099635017,4,1.0,0,1,0,0,3,2,3
1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.400428476039572,-2.3722378712882413,2,0.0,0,0,0,0,1,0,3
1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.1680811339389239,-0.7887529272964222,4,0.0,0,0,0,0,3,2,3
1,0,0,0,0,0,0,0,0,1,1,0,1,0,-1.400428476039572,-2.3722378712882413,2,0.0,0,0,0,0,1,0,3
1,0,0,0,0,0,0,0,0,1,1,0,1,0,-1.1680811339389239,-0.7887529272964222,4,0.0,0,0,0,0,3,2,3
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5664128973280594,-0.7885413620695094,4,1.0,0,0,0,0,2,2,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.9574477070818638,-0.7884772513946872,4,0.0,0,1,0,0,1,2,1
0,0,0,0,0,1,0,0,0,1,0,1,0,0,2.087400843690193,-0.7879451327936642,4,1.0,0,0,1,0,0,2,3
0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.9339595030440526,-0.013761292418019256,3,1.0,0,0,0,0,0,3,3
0,0,0,0,0,1,0,1,0,0,1,0,1,0,2.087400843690193,-0.7879451327936642,4,1.0,0,0,1,0,0,2,3
0,0,0,0,0,1,0,1,0,0,1,0,1,0,-0.9339595030440526,-0.013761292418019256,3,1.0,0,0,0,0,0,3,3
0,0,0,0,1,0,0,1,1,1,1,1,1,1,1.1429722655079955,-0.7874668671594922,0,0.0,0,0,0,1,6,2,2
0,0,0,0,1,0,0,1,0,0,1,1,1,1,-1.17450236957516,-0.7873258236748841,0,1.0,0,0,0,0,5,2,3
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5393914711858612,-0.7872052956062185,4,1.0,0,0,0,0,0,2,3
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5057644740382038,1.2562814335148014,2,1.0,1,1,1,1,3,5,3
1,0,0,0,0,0,0,1,1,1,1,1,0,0,-0.5393914711858612,-0.7872052956062185,4,1.0,0,0,0,0,0,2,3
1,0,0,0,0,0,0,1,1,1,1,1,0,0,-0.5057644740382038,1.2562814335148014,2,1.0,1,1,1,1,3,5,3
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.9669797151095774,-0.7870270679302132,0,0.0,0,0,0,0,1,2,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3472459862702122,-0.7859487263797058,3,1.0,1,0,0,0,0,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1545627431257952,-0.7855473935553196,4,0.0,1,0,0,0,5,2,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.8415966403178092,-0.7854743073860228,3,0.0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5763980660368007,-0.7854678963185404,4,0.0,1,1,1,1,1,2,3
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6563101962353647,-0.7854255832731574,4,0.0,0,1,0,0,3,2,3
0,0,0,0,0,1,1,1,1,1,1,1,0,1,0.706074772416195,-0.7852640243726067,4,0.0,1,1,1,1,6,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6661110295748836,-0.7852370978891806,4,0.0,0,1,0,0,4,2,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.15080686976693677,-0.7849806551898927,3,0.0,0,1,0,0,1,2,3
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.35349824202128405,-0.7848152496488519,4,1.0,0,1,0,1,4,2,3
1,1,1,1,1,1,1,0,0,1,0,0,1,0,-0.5485163849847231,-0.7843639104981048,4,0.0,0,0,0,0,6,2,3
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5769741401508162,-0.784213891519021,4,0.0,1,0,0,0,4,2,3
1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.4445937556087965,0.7259720357352497,0,1.0,1,1,1,1,3,5,3
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5769741401508162,-0.784213891519021,4,0.0,1,0,0,0,4,2,3
1,0,0,0,0,0,0,0,0,0,1,0,1,1,-0.4445937556087965,0.7259720357352497,0,1.0,1,1,1,1,3,5,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5328703901229842,-0.7833522440494132,0,1.0,0,0,0,0,7,2,2
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.7403776891045087,-0.7828342297968504,4,0.0,1,0,0,0,0,2,3
0,0,0,1,1,1,1,1,1,1,0,1,0,0,-0.7563616437365753,-0.7823200621847777,0,1.0,0,0,0,1,3,2,3
